Assignment,Backfill,Category Description,Rank,Request Date (Month / Year),ID,Paid Hours,Work Hours
NORTH: SHIFT D,No,05 - REIMBURSABLE/REVENUE,,2017-09-01,12699,4.00,4.00
NORTH: SHIFT D,No,05 - REIMBURSABLE/REVENUE,,2017-11-01,12700,9.00,9.00
NORTH: SHIFT D,No,06 - PAYROLL DOE,,2017-09-01,13647,4.00,3.00
NORTH: SHIFT D,No,07 - SPECIAL TRACKING - FUNDED,,2017-07-01,18588,7.36,7.04
NORTH: SHIFT D,No,07 - SPECIAL TRACKING - FUNDED,,2017-08-01,18591,7.82,7.66
NORTH: SHIFT D,No,07 - SPECIAL TRACKING - FUNDED,,2017-09-01,18592,8.75,8.75
NORTH: SHIFT D,No,07 - SPECIAL TRACKING - FUNDED,,2017-10-01,18594,4.33,3.27
NORTH: SHIFT D,No,07 - SPECIAL TRACKING - FUNDED,,2017-11-01,18596,5.00,5.00
NORTH: SHIFT D,No,07 - SPECIAL TRACKING - FUNDED,,2017-12-01,18598,5.23,5.04
NORTH: SHIFT D,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-08-01,22568,4.63,4.63
NORTH: SHIFT D,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-09-01,22569,9.10,9.10
NORTH: SHIFT D,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-10-01,22570,7.00,7.00
NORTH: SHIFT D,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-11-01,22571,8.78,8.56
NORTH: SHIFT D,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-12-01,22572,5.00,5.00
NORTH: SHIFT D,No,09  - TRAINING,,2017-08-01,24027,5.00,5.00
NORTH: SHIFT D,No,09  - TRAINING,,2017-10-01,24029,9.50,9.50
NORTH: SHIFT D,No,09  - TRAINING,,2017-11-01,24032,10.00,10.00
NORTH: SHIFT D,No,10 - GRANTS,,2017-07-01,24983,6.00,6.00
NORTH: SHIFT D,Yes,07 - SPECIAL TRACKING - FUNDED,,2017-07-01,18589,7.82,7.82
NORTH: SHIFT D,Yes,07 - SPECIAL TRACKING - FUNDED,,2017-08-01,18590,7.06,7.06
NORTH: SHIFT D,Yes,07 - SPECIAL TRACKING - FUNDED,,2017-09-01,18593,9.10,9.10
NORTH: SHIFT D,Yes,07 - SPECIAL TRACKING - FUNDED,,2017-10-01,18595,7.88,7.88
NORTH: SHIFT D,Yes,07 - SPECIAL TRACKING - FUNDED,,2017-11-01,18597,7.42,7.42
NORTH: SHIFT D,Yes,07 - SPECIAL TRACKING - FUNDED,,2017-12-01,18599,8.29,8.29
NORTH: SHIFT D,Yes,07 - SPECIAL TRACKING - FUNDED,,2018-01-01,18600,10.00,10.00
NORTH: SHIFT D,Yes,09  - TRAINING,,2017-08-01,24028,5.00,5.00
NORTH: SHIFT D,Yes,09  - TRAINING,,2017-10-01,24030,10.00,10.00
NORTH: SHIFT D,Yes,09  - TRAINING,,2017-11-01,24031,8.33,8.33
NORTH: SHIFT E,No,,,2018-11-01,847,6.25,6.25
NORTH: SHIFT E,No,,OFFICER,2020-04-01,848,6.00,6.00
NORTH: SHIFT E,No,,OFFICER,2020-05-01,849,10.00,10.00
NORTH: SHIFT E,No,,OFFICER,2020-10-01,850,7.00,7.00
NORTH: SHIFT E,No,,OFFICER,2021-02-01,853,5.00,5.00
NORTH: SHIFT E,No,,OFFICER,2021-03-01,854,4.00,1.75
NORTH: SHIFT E,No,,OFFICER,2021-04-01,855,4.75,5.68
NORTH: SHIFT E,No,,OFFICER,2021-05-01,856,4.10,5.73
NORTH: SHIFT E,No,,OFFICER,2021-06-01,857,4.52,3.02
NORTH: SHIFT E,No,,OFFICER,2021-07-01,859,6.77,6.77
NORTH: SHIFT E,No,,OFFICER,2021-08-01,861,6.73,6.73
NORTH: SHIFT E,No,,OFFICER,2021-09-01,862,6.09,6.09
NORTH: SHIFT E,No,,OFFICER,2021-10-01,863,5.57,5.53
NORTH: SHIFT E,No,,OFFICER,2021-11-01,864,4.91,3.91
NORTH: SHIFT E,No,,OFFICER,2021-12-01,865,6.05,5.73
NORTH: SHIFT E,No,,OFFICER,2022-01-01,866,4.08,4.08
NORTH: SHIFT E,No,,OFFICER,2022-02-01,867,7.64,7.14
NORTH: SHIFT E,No,,SGT,2019-08-01,868,11.25,11.25
NORTH: SHIFT E,No,,SGT,2020-02-01,869,8.50,8.50
NORTH: SHIFT E,No,,SGT,2021-04-01,872,7.25,7.25
NORTH: SHIFT E,No,,SGT,2021-05-01,873,2.50,6.25
NORTH: SHIFT E,No,,SGT,2021-06-01,874,5.50,3.60
NORTH: SHIFT E,No,,SGT,2021-10-01,875,9.00,9.00
NORTH: SHIFT E,No,,SGT,2021-11-01,876,3.42,2.50
NORTH: SHIFT E,No,,SGT,2021-12-01,877,6.00,6.00
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2017-07-01,2682,3.03,1.04
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2017-08-01,2683,3.42,1.48
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2017-09-01,2684,3.37,1.05
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2017-10-01,2685,3.39,1.94
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2017-11-01,2686,3.01,1.99
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2017-12-01,2687,2.75,1.24
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-01-01,2688,3.30,1.74
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-02-01,2689,3.25,1.39
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-03-01,2690,3.83,2.18
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-04-01,2691,3.47,1.30
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-05-01,2692,3.35,0.99
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-06-01,2693,2.78,1.54
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-07-01,2694,3.18,1.63
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-08-01,2695,2.73,0.97
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-09-01,2696,2.62,1.22
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-10-01,2697,3.01,1.39
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-11-01,2698,3.16,1.24
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2018-12-01,2699,3.08,1.61
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2019-01-01,2700,3.30,1.44
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2019-02-01,2701,3.96,2.05
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2019-03-01,2702,3.19,1.35
NORTH: SHIFT E,No,01 - COURT CATEGORY,,2019-04-01,2703,3.10,1.06
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-04-01,2704,1.83,0.66
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-05-01,2705,3.55,0.79
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-06-01,2706,2.97,2.76
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-07-01,2707,3.10,1.39
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-08-01,2708,3.21,1.27
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-09-01,2709,2.63,1.57
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-10-01,2710,3.18,1.57
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-11-01,2711,2.79,1.22
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2019-12-01,2712,2.82,1.07
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-01-01,2713,3.16,2.31
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-02-01,2714,3.39,0.79
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-03-01,2715,3.23,0.81
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-04-01,2716,3.28,0.49
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-05-01,2717,2.31,0.59
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-06-01,2718,3.76,0.69
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-07-01,2719,3.43,1.86
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-08-01,2720,3.88,2.76
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-09-01,2721,3.18,1.04
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-10-01,2722,3.15,1.02
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-11-01,2723,3.77,0.82
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2020-12-01,2724,3.12,0.89
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-01-01,2725,2.41,0.89
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-02-01,2726,3.68,0.97
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-03-01,2727,3.16,0.73
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-04-01,2728,3.42,1.02
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-05-01,2729,3.75,1.33
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-06-01,2730,3.80,0.84
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-07-01,2731,3.76,1.40
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-08-01,2732,2.80,0.89
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-09-01,2733,3.95,1.01
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-10-01,2734,4.21,2.01
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-11-01,2735,2.78,1.62
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2021-12-01,2736,3.51,0.87
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2022-01-01,2737,3.97,2.89
NORTH: SHIFT E,No,01 - COURT CATEGORY,OFFICER,2022-02-01,2738,4.04,1.09
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2019-05-01,2739,4.00,0.69
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2019-06-01,2740,3.00,2.00
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2019-07-01,2741,4.00,0.97
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2019-08-01,2742,4.00,0.59
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2019-10-01,2743,2.75,0.95
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2019-11-01,2744,4.00,0.83
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2019-12-01,2745,3.57,2.88
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2020-01-01,2746,1.76,0.75
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2020-02-01,2747,4.00,1.00
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2020-03-01,2748,1.57,0.66
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2020-10-01,2749,5.00,1.00
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2021-06-01,2750,4.00,0.01
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2021-09-01,2751,2.25,2.03
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2021-11-01,2752,1.75,1.25
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2021-12-01,2753,7.78,7.78
NORTH: SHIFT E,No,01 - COURT CATEGORY,SGT,2022-02-01,2754,4.00,0.50
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2017-07-01,5087,1.61,1.22
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2017-08-01,5088,3.00,2.67
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2017-09-01,5089,1.62,1.62
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2017-10-01,5090,2.30,2.05
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2017-11-01,5091,1.17,1.17
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2017-12-01,5092,2.88,2.88
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-01-01,5093,2.23,2.23
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-02-01,5094,2.35,2.35
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-03-01,5095,2.39,2.25
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-04-01,5096,1.28,1.28
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-05-01,5097,2.82,1.91
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-06-01,5098,1.92,1.79
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-07-01,5099,2.40,2.40
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-08-01,5100,2.05,1.98
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-09-01,5101,1.51,1.37
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-10-01,5102,2.69,2.40
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-11-01,5103,1.47,1.47
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2018-12-01,5104,1.24,1.24
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2019-01-01,5105,2.19,1.73
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2019-02-01,5106,2.14,1.86
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2019-03-01,5107,1.48,1.18
NORTH: SHIFT E,No,02 - ADMINISTRATION,,2019-04-01,5108,2.62,2.54
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-05-01,5109,1.53,1.50
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-06-01,5110,2.12,2.01
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-07-01,5111,1.88,1.89
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-08-01,5112,2.47,2.36
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-09-01,5113,1.12,1.12
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-10-01,5114,1.98,1.83
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-11-01,5115,1.29,1.29
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2019-12-01,5116,1.48,1.48
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-01-01,5117,0.75,0.75
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-02-01,5118,1.43,1.43
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-03-01,5119,1.41,1.41
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-04-01,5120,1.28,1.28
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-05-01,5121,1.74,1.74
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-06-01,5122,2.40,2.40
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-07-01,5123,1.29,1.29
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-08-01,5124,1.31,1.31
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-09-01,5125,1.73,1.73
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-10-01,5126,1.42,1.42
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-11-01,5127,2.08,2.08
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2020-12-01,5128,1.08,1.08
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-01-01,5129,1.63,1.63
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-02-01,5130,1.26,1.26
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-03-01,5131,2.02,2.02
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-04-01,5132,1.43,1.43
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-05-01,5133,1.47,1.26
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-06-01,5134,2.01,1.44
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-07-01,5135,1.29,1.29
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-08-01,5136,1.22,1.22
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-09-01,5137,1.53,1.53
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-10-01,5138,1.73,1.73
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-11-01,5139,1.78,1.78
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2021-12-01,5140,2.08,2.08
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2022-01-01,5141,1.80,1.80
NORTH: SHIFT E,No,02 - ADMINISTRATION,OFFICER,2022-02-01,5142,1.92,1.92
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2018-02-01,5143,2.00,2.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2018-07-01,5144,5.00,5.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2018-10-01,5145,5.00,5.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2018-11-01,5146,1.00,1.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-04-01,5147,1.00,1.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-05-01,5148,3.67,3.17
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-06-01,5149,2.75,1.25
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-07-01,5150,2.25,2.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-08-01,5151,4.17,4.13
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-09-01,5152,2.00,1.50
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-10-01,5153,3.63,1.63
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-11-01,5154,1.00,1.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2019-12-01,5155,3.55,1.85
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-01-01,5156,0.75,0.68
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-02-01,5157,2.63,1.94
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-03-01,5158,1.83,1.69
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-05-01,5159,4.00,1.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-06-01,5160,1.38,1.38
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-07-01,5161,1.00,1.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-08-01,5162,1.92,1.92
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-09-01,5163,1.83,1.83
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-10-01,5164,1.21,1.21
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2020-11-01,5165,1.00,1.00
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-01-01,5166,2.16,1.26
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-02-01,5167,1.93,1.33
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-03-01,5168,1.93,1.49
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-04-01,5169,2.63,2.13
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-05-01,5170,2.77,1.79
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-06-01,5171,2.53,1.66
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-07-01,5172,2.11,1.38
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-08-01,5173,2.41,1.84
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-09-01,5174,3.18,2.16
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-10-01,5175,2.86,2.50
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2021-11-01,5176,2.69,2.61
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2022-01-01,5177,3.25,1.75
NORTH: SHIFT E,No,02 - ADMINISTRATION,SGT,2022-02-01,5178,3.42,3.42
NORTH: SHIFT E,No,03 - CALL BACKS,,2017-07-01,6886,4.45,4.24
NORTH: SHIFT E,No,03 - CALL BACKS,,2017-08-01,6887,6.76,6.12
NORTH: SHIFT E,No,03 - CALL BACKS,,2017-09-01,6888,5.12,4.77
NORTH: SHIFT E,No,03 - CALL BACKS,,2017-10-01,6889,4.06,3.51
NORTH: SHIFT E,No,03 - CALL BACKS,,2017-12-01,6890,4.50,4.50
NORTH: SHIFT E,No,03 - CALL BACKS,,2018-01-01,6891,4.69,4.56
NORTH: SHIFT E,No,03 - CALL BACKS,,2018-02-01,6892,3.23,3.24
NORTH: SHIFT E,No,03 - CALL BACKS,,2018-03-01,6893,4.25,3.40
NORTH: SHIFT E,No,03 - CALL BACKS,,2018-04-01,6894,3.06,2.77
NORTH: SHIFT E,No,03 - CALL BACKS,,2018-08-01,6895,5.13,5.12
NORTH: SHIFT E,No,03 - CALL BACKS,,2018-09-01,6896,3.35,3.40
NORTH: SHIFT E,No,03 - CALL BACKS,,2018-12-01,6897,4.00,4.00
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-02-01,6898,8.42,8.42
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-03-01,6899,4.65,4.40
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-04-01,6900,3.50,9.33
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-05-01,6901,4.00,2.00
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-06-01,6902,3.03,1.90
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-07-01,6903,5.22,5.22
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-08-01,6904,4.80,3.59
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-09-01,6905,4.00,1.74
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-10-01,6906,4.00,3.28
NORTH: SHIFT E,No,03 - CALL BACKS,OFFICER,2021-11-01,6907,4.00,4.00
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2017-07-01,10296,3.90,3.90
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2017-08-01,10297,3.72,3.54
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2017-09-01,10298,1.54,1.54
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2017-10-01,10299,5.38,5.38
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2017-11-01,10300,2.40,2.40
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2017-12-01,10301,3.24,2.61
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-01-01,10302,2.36,1.82
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-02-01,10303,3.46,3.21
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-03-01,10304,2.07,1.97
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-04-01,10305,1.98,1.73
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-05-01,10306,3.86,3.45
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-06-01,10307,3.03,2.82
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-07-01,10308,2.23,2.24
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-08-01,10309,1.71,1.70
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-09-01,10310,1.81,1.81
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-10-01,10311,1.23,1.22
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-11-01,10312,4.43,4.43
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2018-12-01,10313,3.46,2.23
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2019-01-01,10314,2.72,2.72
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2019-02-01,10315,3.25,1.41
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2019-03-01,10316,2.56,2.46
NORTH: SHIFT E,No,04 - INVESTIGATIONS,,2019-04-01,10317,1.61,1.51
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-05-01,10318,2.10,2.10
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-06-01,10319,0.42,0.39
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-07-01,10320,1.00,1.00
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-08-01,10321,3.72,3.72
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-09-01,10322,0.62,0.62
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-10-01,10323,1.97,1.97
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-11-01,10324,0.98,0.98
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2019-12-01,10325,0.98,0.98
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-01-01,10326,2.12,2.12
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-02-01,10327,1.86,1.86
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-03-01,10328,2.67,2.67
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-04-01,10329,2.81,2.81
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-05-01,10330,1.25,1.25
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-06-01,10331,0.64,0.64
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-07-01,10332,0.89,0.92
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-08-01,10333,2.51,2.14
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-09-01,10334,1.51,1.48
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-10-01,10335,1.53,1.53
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-11-01,10336,2.56,2.56
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2020-12-01,10337,2.31,2.31
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2021-01-01,10338,2.01,2.00
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2021-02-01,10339,1.22,1.22
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2021-03-01,10340,1.42,1.39
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2021-04-01,10341,1.79,1.79
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2021-05-01,10342,1.36,1.36
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2021-06-01,10343,2.24,1.53
NORTH: SHIFT E,No,04 - INVESTIGATIONS,OFFICER,2021-07-01,10344,1.93,1.94
